,SEASON_ID,LEAGUE_ID,TEAM_ABBREVIATION,TEAM_ID,PLAYER_FULLNAME,PLAYER_COUNT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,MIN_PG,FGM_PG,FGA_PG,FG_PCT_PG,FG3M_PG,FG3A_PG,FG3_PCT_PG,FTM_PG,FTA_PG,FT_PCT_PG,OREB_PG,DREB_PG,REB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,PF_PG,PTS_PG
0,2010,0,ATL,1610612737,"MIKE BIBBY, JASON COLLINS, JAMAL CRAWFORD, JORDAN CRAWFORD, MAURICE EVANS, AL HORFORD, JOE JOHNSON, ZAZA PACHULIA, JOSH POWELL, JOSH SMITH, PAPE SY, JEFF TEAGUE, ETAN THOMAS, DAMIEN WILKINS, MARVIN WILLIAMS",15,18968.0,2885,6232,6.678,469,1350,4.469,1330,1697,11.699,752,2400,3152,1720,475,329,1008,1479,7569,301.5,44.2,97.1,6.678,7.6,22.0,4.469,20.9,26.4,11.699,12.4,37.0,49.3,26.4,7.5,5.0,16.5,24.0,116.7
1,2010,0,BOS,1610612738,"RAY ALLEN, AVERY BRADLEY, MARQUIS DANIELS, GLEN DAVIS, SEMIH ERDEN, KEVIN GARNETT, LUKE HARANGODY, CHRIS JOHNSON, JERMAINE O'NEAL, SHAQUILLE O'NEAL, KENDRICK PERKINS, PAUL PIERCE, NATE ROBINSON, RAJON RONDO, VON WAFER, DELONTE WEST",16,18098.0,2807,5771,7.883,391,1067,2.7350000000000003,1325,1722,11.686,557,2335,2892,1860,635,319,1039,1488,7330,334.8,48.4,98.7,7.883,5.7,16.4,2.7350000000000003,22.8,31.2,11.686,12.0,45.1,57.0,30.9,10.5,8.1,20.1,30.900000000000002,125.5
2,2010,0,CHA,1610612766,"D.J. AUGUSTIN, DERRICK BROWN, KWAME BROWN, MATT CARROLL, SHERRON COLLINS, BORIS DIAW, DESAGANA DIOP, GERALD HENDERSON, STEPHEN JACKSON, SHAUN LIVINGSTON, DOMINIC MCGUIRE, NAZR MOHAMMED, EDUARDO NAJERA, TYRUS THOMAS, GERALD WALLACE",15,18609.0,2684,5978,6.5280000000000005,385,1166,3.016,1449,1913,10.739,785,2274,3059,1676,494,405,1071,1523,7202,311.7,43.6,97.9,6.5280000000000005,5.8,17.8,3.016,24.0,32.3,10.739,14.3,40.0,53.9,24.9,8.4,8.0,17.7,27.3,117.2
3,2010,0,CHI,1610612741,"OMER ASIK, KEITH BOGANS, CARLOS BOOZER, RONNIE BREWER, LUOL DENG, TAJ GIBSON, JAMES JOHNSON, KYLE KORVER, JOHN LUCAS III, JOAKIM NOAH, DERRICK ROSE, BRIAN SCALABRINE, KURT THOMAS, C.J. WATSON",14,19804.0,3036,6576,6.433,507,1408,3.434,1492,2008,8.254,967,2653,3620,1827,592,468,1102,1636,8071,290.40000000000003,43.9,94.5,6.433,6.4,18.599999999999998,3.434,21.0,29.5,8.254,15.0,40.6,55.2,26.1,8.8,7.4,16.7,26.0,114.7
4,2010,0,CLE,1610612739,"CHRISTIAN EYENGA, DANIEL GIBSON, JOEY GRAHAM, MANNY HARRIS, JJ HICKSON, RYAN HOLLINS, ANTAWN JAMISON, JAMARIO MOON, ANTHONY PARKER, LEON POWE, SAMARDO SAMUELS, RAMON SESSIONS, ANDERSON VAREJAO, JAWAD WILLIAMS, MO WILLIAMS",15,17937.0,2648,6086,6.593,442,1297,3.1109999999999998,1441,1944,10.96,772,2241,3013,1574,482,306,1029,1482,7179,343.1,49.8,114.6,6.593,8.2,25.3,3.1109999999999998,24.9,34.3,10.96,15.6,43.2,58.599999999999994,28.4,9.3,6.2,19.1,29.099999999999998,132.20000000000002
5,2010,0,DAL,1610612742,"ALEXIS AJINCA, J.J. BAREA, RODRIGUE BEAUBOIS, CARON BUTLER, BRIAN CARDINAL, TYSON CHANDLER, BRENDAN HAYWOOD, DOMINIQUE JONES, JASON KIDD, IAN MAHINMI, SHAWN MARION, STEVE NOVAK, DIRK NOWITZKI, SASHA PAVLOVIC, DESHAWN STEVENSON, JASON TERRY",16,19051.0,2965,6228,7.382,599,1650,4.806,1407,1813,11.631,754,2555,3309,1920,535,348,1086,1528,7936,311.1,48.4,103.5,7.382,10.4,27.6,4.806,21.8,28.4,11.631,11.700000000000001,40.9,52.5,28.7,9.1,6.0,17.2,27.0,128.5
6,2010,0,DEN,1610612743,"ARRON AFFLALO, CHRIS ANDERSEN, CARMELO ANTHONY, RENALDO BALKMAN, CHAUNCEY BILLUPS, ANTHONY CARTER, MELVIN ELY, GARY FORBES, AL HARRINGTON, TY LAWSON, KENYON MARTIN, NENE, JR SMITH, SHELDEN WILLIAMS",14,17803.0,2870,5974,6.812,588,1514,3.431,1692,2199,10.547,739,2398,3137,1620,547,312,1014,1591,8020,309.5,47.9,100.0,6.812,9.100000000000001,23.5,3.431,29.0,37.5,10.547,13.1,41.8,54.9,27.6,9.7,6.1,17.5,29.9,134.2
7,2010,0,DET,1610612765,"WILL BYNUM, AUSTIN DAYE, BEN GORDON, RICHARD HAMILTON, JASON MAXIELL, TRACY MCGRADY, GREG MONROE, TAYSHAUN PRINCE, RODNEY STUCKEY, DAJUAN SUMMERS, CHARLIE VILLANUEVA, BEN WALLACE, CHRIS WILCOX",13,19881.0,3056,6647,6.003,472,1256,3.798,1367,1854,8.809,931,2236,3167,1730,595,328,1001,1629,7951,294.5,44.8,97.5,6.003,6.800000000000001,18.1,3.798,20.3,27.7,8.809,13.9,33.0,46.7,25.400000000000002,8.9,4.9,15.1,24.6,116.7
8,2010,0,GSW,1610612744,"JEFF ADRIEN, LOU AMUNDSON, CHARLIE BELL, ANDRIS BIEDRINS, RODNEY CARNEY, STEPHEN CURRY, MONTA ELLIS, DAN GADZURIC, DAVID LEE, JEREMY LIN, VLADIMIR RADMANOVIC, EKPE UDOH, REGGIE WILLIAMS, BRANDAN WRIGHT, DORELL WRIGHT",15,18885.0,3122,6776,6.724,679,1718,3.285,1220,1606,9.66,936,2280,3216,1766,702,403,1104,1715,8143,301.4,47.3,103.0,6.724,9.3,23.7,3.285,18.1,24.9,9.66,17.4,36.9,54.0,25.8,11.2,7.4,17.2,29.6,121.9
9,2010,0,HOU,1610612745,"SHANE BATTIER, AARON BROOKS, CHASE BUDINGER, MIKE HARRIS, CHUCK HAYES, JORDAN HILL, JARED JEFFRIES, COURTNEY LEE, KYLE LOWRY, KEVIN MARTIN, BRAD MILLER, PATRICK PATTERSON, LUIS SCOLA, ISH SMITH, JERMAINE TAYLOR, YAO MING",16,19406.0,3097,6804,7.232,647,1779,3.483,1635,2036,11.906,949,2491,3440,1891,563,366,1019,1599,8476,325.9,51.9,114.8,7.232,10.0,27.7,3.483,27.3,34.1,11.906,16.7,42.6,59.099999999999994,31.5,9.0,7.8,18.0,28.5,141.0
