,SEASON_ID,LEAGUE_ID,TEAM_ABBREVIATION,TEAM_ID,PLAYER_FULLNAME,PLAYER_COUNT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,MIN_PG,FGM_PG,FGA_PG,FG_PCT_PG,FG3M_PG,FG3A_PG,FG3_PCT_PG,FTM_PG,FTA_PG,FT_PCT_PG,OREB_PG,DREB_PG,REB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,PF_PG,PTS_PG
0,2013,0,ATL,1610612737,"PERO ANTIC, GUSTAVO AYON, ELTON BRAND, DEMARRE CARROLL, JARED CUNNINGHAM, AL HORFORD, JOHN JENKINS, KYLE KORVER, SHELVIN MACK, PAUL MILLSAP, MIKE MUSCALA, JAMES NUNNALLY, DEXTER PITTMAN, DENNIS SCHRÖDER, MIKE SCOTT, JEFF TEAGUE, LOU WILLIAMS",17,19009.0,2955,6432,7.196,712,1970,3.961,1346,1721,11.683,701,2472,3173,2010,654,319,1156,1509,7968,337.5,51.699999999999996,112.6,7.196,11.200000000000001,32.8,3.961,21.8,29.6,11.683,14.9,45.300000000000004,60.0,32.7,10.9,6.3,20.8,26.8,136.1
1,2013,0,BKN,1610612751,"ALAN ANDERSON, ANDRAY BLATCHE, JASON COLLINS, REGGIE EVANS, KEVIN GARNETT, JORGE GUTIERREZ, JOE JOHNSON, ANDREI KIRILENKO, SHAUN LIVINGSTON, BROOK LOPEZ, PAUL PIERCE, MASON PLUMLEE, TORNIKE SHENGELIA, TYSHAWN TAYLOR, MIRZA TELETOVIC, JASON TERRY, DERON WILLIAMS",17,19060.0,2799,6072,7.78,654,1777,3.3930000000000002,1445,1923,12.146,703,2330,3033,1654,670,307,1093,1720,7697,345.8,49.8,107.1,7.78,9.7,27.1,3.3930000000000002,26.9,36.4,12.146,13.6,41.4,55.2,28.9,11.8,6.0,20.2,33.4,136.3
2,2013,0,BOS,1610612738,"CHRIS BABB, BRANDON BASS, VANDER BLUE, KEITH BOGANS, AVERY BRADLEY, MARSHON BROOKS, JORDAN CRAWFORD, VITOR FAVERANI, JEFF GREEN, KRIS HUMPHRIES, CHRIS JOHNSON, COURTNEY LEE, KELLY OLYNYK, PHIL PRESSEY, RAJON RONDO, JARED SULLINGER, GERALD WALLACE",17,18544.0,2828,6479,7.324,524,1600,5.16,1274,1639,11.781,953,2415,3368,1596,541,331,1120,1641,7454,344.3,50.0,116.0,7.324,10.5,31.7,5.16,22.1,29.7,11.781,15.3,44.0,59.1,33.300000000000004,10.5,5.4,21.5,29.1,133.1
3,2013,0,CHA,1610612766,"JEFF ADRIEN, BISMACK BIYOMBO, CHRIS DOUGLAS-ROBERTS, BEN GORDON, JUSTIN HAMILTON, GERALD HENDERSON, AL JEFFERSON, MICHAEL KIDD-GILCHRIST, JOSH MCROBERTS, JANNERO PARGO, RAMON SESSIONS, JAMES SOUTHERLAND, JEFFERY TAYLOR, ANTHONY TOLLIVER, KEMBA WALKER, DJ WHITE, CODY ZELLER",17,19021.0,2849,6428,6.26,476,1362,3.318,1421,1942,9.88,766,2659,3425,1687,479,415,909,1417,7595,322.3,45.7,108.1,6.26,8.1,25.0,3.318,22.4,31.0,9.88,12.0,42.300000000000004,54.1,26.5,9.6,6.2,16.3,23.9,121.8
4,2013,0,CHI,1610612741,"CARLOS BOOZER, JIMMY BUTLER, LUOL DENG, MIKE DUNLEAVY, TAJ GIBSON, KIRK HINRICH, MIKE JAMES, CARTIER MARTIN, NAZR MOHAMMED, ERIK MURPHY, JOAKIM NOAH, DERRICK ROSE, TONY SNELL, MARQUIS TEAGUE, JARVIS VARNADO",15,17998.0,2537,5850,5.585,372,1127,2.948,1289,1685,8.774,921,2564,3485,1552,541,421,1027,1416,6735,315.1,44.8,107.0,5.585,7.4,22.6,2.948,23.1,30.0,8.774,14.0,40.7,54.7,29.5,8.8,6.0,19.4,24.8,120.0
5,2013,0,CLE,1610612739,"ANTHONY BENNETT, ANDREW BYNUM, EARL CLARK, MATTHEW DELLAVEDOVA, SHANE EDWARDS, CARRICK FELIX, ALONZO GEE, SCOTTY HOPSON, KYRIE IRVING, JARRETT JACK, SERGEY KARASEV, CJ MILES, HENRY SIMS, TRISTAN THOMPSON, ANDERSON VAREJAO, DION WAITERS, TYLER ZELLER",17,17760.0,2685,6148,6.771,496,1407,3.357,1247,1666,11.532,887,2318,3205,1576,526,272,996,1499,7113,298.4,43.9,104.0,6.771,8.2,24.2,3.357,20.099999999999998,27.5,11.532,15.5,39.1,54.599999999999994,24.6,9.0,5.1,17.2,26.3,116.5
6,2013,0,DAL,1610612742,"DEJUAN BLAIR, JOSE CALDERON, VINCE CARTER, JAE CROWDER, SAMUEL DALEMBERT, WAYNE ELLINGTON, MONTA ELLIS, DEVIN HARRIS, BERNARD JAMES, SHANE LARKIN, RICKY LEDO, SHAWN MARION, GAL MEKEL, DIRK NOWITZKI, BRANDAN WRIGHT",15,19831.0,3249,6858,6.886,721,1877,3.932,1378,1733,11.532,840,2514,3354,1935,704,356,1082,1636,8597,283.5,45.3,96.4,6.886,10.2,26.3,3.932,19.5,24.7,11.532,11.9,34.9,46.9,28.700000000000003,10.1,5.0,15.8,23.9,120.0
7,2013,0,DEN,1610612743,"DARRELL ARTHUR, WILSON CHANDLER, KENNETH FARIED, EVAN FOURNIER, RANDY FOYE, JORDAN HAMILTON, JJ HICKSON, TY LAWSON, JAVALE MCGEE, ANDRE MILLER, QUINCY MILLER, TIMOFEY MOZGOV, ANTHONY RANDOLPH, NATE ROBINSON",14,18607.0,2977,6643,6.126,660,1843,3.842,1506,2077,10.688,961,2609,3570,1677,561,436,1180,1763,8120,309.5,49.6,111.9,6.126,10.899999999999999,30.1,3.842,23.6,32.3,10.688,16.0,41.699999999999996,57.699999999999996,28.2,9.3,7.8,20.1,30.1,133.4
8,2013,0,DET,1610612765,"CHAUNCEY BILLUPS, WILL BYNUM, KENTAVIOUS CALDWELL-POPE, GIGI DATOME, ANDRE DRUMMOND, JOSH HARRELLSON, BRANDON JENNINGS, JONAS JEREBKO, TONY MITCHELL, GREG MONROE, KYLE SINGLER, PEYTON SIVA, JOSH SMITH, RODNEY STUCKEY, CHARLIE VILLANUEVA",15,19779.0,3182,7124,6.321,507,1580,4.705,1415,2111,10.551,1196,2525,3721,1714,687,395,1143,1666,8286,295.4,45.8,105.2,6.321,8.1,26.3,4.705,20.2,29.8,10.551,16.7,36.4,53.699999999999996,26.4,10.0,5.7,17.6,25.8,119.9
9,2013,0,GSW,1610612744,"HILTON ARMSTRONG, HARRISON BARNES, KENT BAZEMORE, ANDREW BOGUT, STEPHEN CURRY, DEWAYNE DEDMON, TONEY DOUGLAS, DRAYMOND GREEN, ANDRE IGUODALA, OGNJEN KUZMIC, DAVID LEE, NEMANJA NEDOVIC, JERMAINE O'NEAL, MARREESE SPEIGHTS, KLAY THOMPSON",15,18547.0,3047,6539,6.103,707,1828,2.878,1259,1676,9.833,880,2711,3591,1753,608,399,1144,1704,8060,281.8,44.0,95.4,6.103,9.8,26.3,2.878,19.0,26.2,9.833,14.4,41.7,56.300000000000004,25.3,8.8,6.4,17.6,26.8,117.0
10,2013,0,HOU,1610612745,"OMER ASIK, PATRICK BEVERLEY, RONNIE BREWER, AARON BROOKS, ISAIAH CANAAN, OMRI CASSPI, ROBERT COVINGTON, TROY DANIELS, FRANCISCO GARCIA, JAMES HARDEN, DWIGHT HOWARD, TERRENCE JONES, JEREMY LIN, DONATAS MOTIEJUNAS, CHANDLER PARSONS, JOSH POWELL, GREG SMITH",17,19479.0,3070,6481,7.559,754,2110,4.708,1797,2529,8.791,911,2745,3656,1737,608,454,1245,1640,8691,353.7,53.5,115.8,7.559,15.0,40.4,4.708,27.200000000000003,38.2,8.791,15.4,49.7,64.9,27.4,10.1,8.1,21.3,30.1,149.1
11,2013,0,IND,1610612754,"RASUAL BUTLER, CHRIS COPELAND, PAUL GEORGE, DANNY GRANGER, ROY HIBBERT, GEORGE HILL, SOLOMON HILL, ORLANDO JOHNSON, IAN MAHINMI, LUIS SCOLA, DONALD SLOAN, LANCE STEPHENSON, C.J. WATSON, DAVID WEST",14,19061.0,2845,6327,6.109999999999999,538,1518,4.161,1450,1856,10.551,803,2723,3526,1579,537,437,1143,1613,7678,278.2,40.3,91.0,6.109999999999999,8.7,24.599999999999998,4.161,20.400000000000002,25.7,10.551,11.1,38.4,49.7,22.1,7.7,5.9,16.4,23.0,109.4
12,2013,0,LAC,1610612746,"MATT BARNES, REGGIE BULLOCK JR., DARREN COLLISON, JAMAL CRAWFORD, JARED DUDLEY, WILLIE GREEN, BLAKE GRIFFIN, RYAN HOLLINS, STEPHEN JACKSON, ANTAWN JAMISON, DEANDRE JORDAN, BYRON MULLENS, CHRIS PAUL, JJ REDICK, HEDO TURKOGLU, SASHA VUJACIC, MAALIK WAYNS",17,19198.0,3129,6583,7.589,681,1924,4.655,1710,2345,10.304,830,2594,3424,1996,686,386,1063,1689,8649,323.7,50.8,111.3,7.589,12.7,36.8,4.655,26.099999999999998,35.2,10.304,12.1,42.9,54.8,32.3,13.1,5.5,18.4,30.6,140.1
13,2013,0,LAL,1610612747,"STEVE BLAKE, KOBE BRYANT, JORDAN FARMAR, PAU GASOL, ELIAS HARRIS, MANNY HARRIS, XAVIER HENRY, JORDAN HILL, WESLEY JOHNSON, CHRIS KAMAN, RYAN KELLY, KENDALL MARSHALL, JODIE MEEKS, STEVE NASH, ROBERT SACRE, SHAWNE WILLIAMS, NICK YOUNG",17,18834.0,2985,6646,6.965,730,1924,4.557,1325,1736,12.192,732,2526,3258,1914,568,436,1145,1551,8025,402.3,61.5,140.9,6.965,15.0,40.9,4.557,27.6,35.5,12.192,14.3,52.9,67.1,50.0,12.5,8.0,29.2,31.0,165.5
14,2013,0,MEM,1610612763,"TONY ALLEN, JERRYD BAYLESS, NICK CALATHES, MIKE CONLEY, SETH CURRY, ED DAVIS, JAMAAL FRANKLIN, MARC GASOL, JAMES JOHNSON, KOSTA KOUFOS, JON LEUER, MIKE MILLER, QUINCY PONDEXTER, TAYSHAUN PRINCE, ZACH RANDOLPH",15,18216.0,2901,6258,6.393,352,996,3.739,1148,1567,10.353,925,2403,3328,1695,582,355,1001,1471,7302,301.6,46.4,101.3,6.393,6.1,18.2,3.739,19.2,25.799999999999997,10.353,14.6,37.7,51.9,27.0,9.5,6.0,16.2,24.9,118.19999999999999
15,2013,0,MIA,1610612748,"RAY ALLEN, CHRIS ANDERSEN, JOEL ANTHONY, SHANE BATTIER, MICHAEL BEASLEY, CHRIS BOSH, MARIO CHALMERS, NORRIS COLE, UDONIS HASLEM, LEBRON JAMES, JAMES JONES, RASHARD LEWIS, DEANDRE LIGGINS, ROGER MASON JR., GREG ODEN, DWYANE WADE",16,19401.0,3092,6148,8.098,650,1777,4.307,1406,1853,11.42,609,2347,2956,1798,715,364,1145,1541,8240,304.4,48.5,95.9,8.098,10.4,27.7,4.307,21.1,28.1,11.42,11.0,36.7,47.599999999999994,26.6,10.6,5.9,17.3,25.2,128.3
