,Unnamed: 0,SEASON_ID,LEAGUE_ID,TEAM_ABBREVIATION,TEAM_ID,PLAYER_FULLNAME,PLAYER_COUNT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,MIN_PG,FGM_PG,FGA_PG,FG_PCT_PG,FG3M_PG,FG3A_PG,FG3_PCT_PG,FTM_PG,FTA_PG,FT_PCT_PG,OREB_PG,DREB_PG,REB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,PF_PG,PTS_PG,Possessions,Pace,TS%,eFG%
0,0,1985,0,ATL,1610612737,"JOHN BATTLE, ANTOINE CARR, LORENZO CHARLES, SCOTT HASTINGS, JON KONCAK, CLIFF LEVINGSTON, DOC RIVERS, TREE ROLLINS, SEDRIC TONEY, SPUD WEBB, DOMINIQUE WILKINS, KEVIN WILLIS, RANDY WITTMAN",13,18174.0,3189,6451,6.246,23.0,133.0,1.431,1808,2487,9.606,1211.0,2304.0,3515,1627,685.0,432.0,1279.0,2018,8209,266.5,45.7,93.2,6.246,0.3,1.8,1.431,25.8,35.6,9.606,16.599999999999998,32.8,49.7,24.4,10.2,6.4,19.1,32.1,117.3,7613.28,20.10770551337075,0.5439824632087875,0.4961246318400248
1,1,1985,0,BOS,1610612738,"DANNY AINGE, LARRY BIRD, RICK CARLISLE, DENNIS JOHNSON, GREG KITE, KEVIN MCHALE, ROBERT PARISH, JERRY SICHTING, DAVID THIRDKILL, SAM VINCENT, BILL WALTON, SCOTT WEDMAN, SLY WILLIAMS",13,19855.0,3718,7312,6.137,138.0,393.0,1.901,1785,2248,9.598,1054.0,2753.0,3807,2387,641.0,511.0,1339.0,1756,9359,268.3,49.1,98.5,6.137,1.7000000000000002,5.5,1.901,24.7,31.9,9.598,14.9,37.2,51.9,31.2,8.3,7.0,18.6,25.6,124.8,8586.12,20.7571775371443,0.563719112601673,0.5179157549234136
2,2,1985,0,CHI,1610612741,"GENE BANKS, RON BREWER, TONY BROWN, DAVE CORZINE, QUINTIN DAILEY, GEORGE GERVIN, SIDNEY GREEN, MICHAEL JORDAN, KYLE MACY, BILLY MCKINNEY, CHARLES OAKLEY, JAWANN OLDHAM, JOHN PAXSON, MIKE SMREK, ORLANDO WOOLRIDGE",15,19327.0,3394,7049,6.898,87.0,306.0,1.51,1893,2455,11.676,1267.0,2254.0,3521,1953,582.0,397.0,1388.0,2115,8768,319.1,58.5,124.6,6.898,1.2,4.9,1.51,33.6,43.2,11.676,19.8,35.5,55.3,31.4,10.4,7.5,23.1,36.1,152.3,8250.2,20.489967403114814,0.5392904590857649,0.487657823804795
3,3,1985,0,CLE,1610612739,"RON ANDERSON, JOHN BAGLEY, JOHNNY DAVIS, WORLD FREE, ROY HINSON, PHIL HUBBARD, EDDIE JOHNSON, EDGAR JONES, KEITH LEE, BEN MCDONALD, DIRK MINNIEFIELD, BEN POQUETTE, LONNIE SHELTON, MEL TURPIN, MARK WEST, ENNIS WHATLEY",16,19228.0,3395,7024,7.71,127.0,374.0,2.21,1715,2288,11.734,1072.0,2416.0,3488,2024,610.0,430.0,1378.0,2224,8632,330.8,56.5,118.3,7.71,2.1,6.5,2.21,28.2,38.3,11.734,18.0,39.6,57.3,33.8,10.5,6.0,24.1,38.8,143.7,8336.720000000001,20.81144996879551,0.5374362448198916,0.49238325740318906
4,4,1985,0,DAL,1610612742,"MARK AGUIRRE, UWE BLAB, ROLANDO BLACKMAN, WALLACE BRYANT, BRAD DAVIS, DALE ELLIS, DEREK HARPER, HAROLD KEELING, SAM PERKINS, DETLEF SCHREMPF, JAY VINCENT, BILL WENNINGTON",12,17284.0,3381,6807,5.671,141.0,445.0,2.145,1886,2430,8.746,893.0,1896.0,2789,2010,579.0,247.0,1170.0,1539,8789,246.3,45.900000000000006,93.6,5.671,1.8,5.9,2.145,25.7,33.7,8.746,13.0,28.1,41.1,27.5,8.1,3.7,16.4,24.1,119.4,8153.2,22.642536449895857,0.5579467255783246,0.5070515645658881
5,5,1985,0,DEN,1610612743,"WAYNE COOPER, T.R. DUNN, ALEX ENGLISH, MIKE EVANS, BILL HANZLIK, LAFAYETTE LEVER, CALVIN NATT, BLAIR RASMUSSEN, DAN SCHAYES, ELSTON TURNER, WILLIE WHITE, PETE WILLIAMS",12,19755.0,3705,7868,5.629,71.0,305.0,1.981,1929,2416,9.146,1223.0,2317.0,3540,2140,826.0,421.0,1315.0,2164,9410,263.0,49.4,104.6,5.629,0.9,4.1000000000000005,1.981,25.1,31.7,9.146,16.4,31.4,47.7,28.3,11.0,5.6,17.6,28.9,124.7,9023.04,21.92386332574032,0.5268143463695157,0.4754067107269954
6,6,1985,0,DET,1610612765,"KENT BENSON, TONY CAMPBELL, EARL CURETON, JOE DUMARS, MIKE GIBSON, VINNIE JOHNSON, BILL LAIMBEER, JOHN LONG, RICK MAHORN, WALKER RUSSELL, ISIAH THOMAS, KELLY TRIPUCKA",12,19676.0,3742,7716,5.228,55.0,182.0,2.453,1785,2278,8.458,1265.0,2446.0,3711,2314,736.0,323.0,1319.0,2070,9324,256.5,48.4,100.9,5.228,0.5,2.4,2.453,22.8,29.2,8.458,16.3,31.4,47.9,30.7,9.6,4.2,17.0,27.1,120.2,8772.32,21.40025208375686,0.5347360500646914,0.4885303265940902
7,7,1985,0,GOS,1610612744,"GREG BALLARD, JOE BARRY CARROLL, LESTER CONNER, RON CREVIER, SLEEPY FLOYD, GEOFF HUSTON, CHRIS MULLIN, PURVIS SHORT, LARRY SMITH, TERRY TEAGLE, PETER THIBEAUX, PETER VERHOEVEN, JEROME WHITEHEAD, GUY WILLIAMS",14,19780.0,3650,7567,6.108,87.0,278.0,2.984,1912,2517,9.13,1271.0,2344.0,3615,2018,751.0,355.0,1380.0,2032,9299,284.7,52.0,109.7,6.108,1.1,4.0,2.984,27.7,36.4,9.13,17.9,33.3,51.0,27.4,11.1,5.1000000000000005,19.1,30.1,132.9,8783.48,21.314814964610715,0.5359975468270144,0.4881062508259548
8,8,1985,0,HOU,1610612745,"CRAIG EHLO, STEVE HARRIS, ALLEN LEAVELL, LEWIS LLOYD, JOHN LUCAS, RODNEY MCCRAY, HANK MCDOWELL, HAKEEM OLAJUWON, JIM PETERSEN, ROBERT REID, RALPH SAMPSON, GRANVILLE WAITERS, MITCHELL WIGGINS",13,19755.0,3759,7671,6.159,85.0,310.0,1.811,1776,2434,9.286,1316.0,2434.0,3750,2318,745.0,551.0,1353.0,1991,9379,271.8,51.3,105.0,6.159,1.2,4.6000000000000005,1.811,24.9,34.0,9.286,18.0,33.7,51.7,32.1,10.3,7.7,18.8,27.5,128.8,8778.96,21.330806378132117,0.5364357649771905,0.49556772259157866
9,9,1985,0,IND,1610612754,"QUINN BUCKNER, VERN FLEMING, BILL GARNETT, STUART GRAY, CLARK KELLOGG, BILL MARTIN, DWAYNE MCCLAIN, CLINT RICHARDSON, TERENCE STANSBURY, STEVE STIPANOVICH, WAYMAN TISDALE, BRYAN WARRICK, HERB WILLIAMS",13,18286.0,3168,6596,6.118,21.0,135.0,1.35,1541,2072,9.555,1013.0,2490.0,3503,2023,604.0,375.0,1412.0,2030,7898,281.1,49.2,103.1,6.118,0.4,2.5,1.35,23.5,31.4,9.555,15.5,38.6,53.9,32.3,10.3,5.4,22.8,32.2,122.2,7906.68,20.754710707645195,0.525994714745434,0.48188295936931475
