,Unnamed: 0,SEASON_ID,LEAGUE_ID,TEAM_ABBREVIATION,TEAM_ID,PLAYER_FULLNAME,PLAYER_COUNT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,MIN_PG,FGM_PG,FGA_PG,FG_PCT_PG,FG3M_PG,FG3A_PG,FG3_PCT_PG,FTM_PG,FTA_PG,FT_PCT_PG,OREB_PG,DREB_PG,REB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,PF_PG,PTS_PG,Possessions,Pace,TS%,eFG%
0,0,1990,0,ATL,1610612737,"JOHN BATTLE, DUANE FERRELL, JON KONCAK, GARY LEONARD, MOSES MALONE, TIM MCCORMICK, SIDNEY MONCRIEF, DOC RIVERS, RUMEAL ROBINSON, SPUD WEBB, DOMINIQUE WILKINS, KEVIN WILLIS, TREVOR WILSON, HOWARD WRIGHT",14,19755.0,3349,7223,6.1080000000000005,271.0,836.0,2.986,2034,2544,10.39,1235,2420,3655,1864,729,374,1209.0,1768,9003,272.2,44.8,97.1,6.1080000000000005,3.4,10.8,2.986,27.6,35.2,10.39,16.4,34.0,50.4,25.4,10.0,5.2,17.1,25.0,120.8,8316.36,20.206797266514805,0.5395955101434127,0.4824172781392773
1,1,1990,0,BOS,1610612738,"LARRY BIRD, DEE BROWN, KEVIN GAMBLE, JOE KLEINE, REGGIE LEWIS, KEVIN MCHALE, ROBERT PARISH, ED PINCKNEY, DAVE POPSON, BRIAN SHAW, CHARLES SMITH, DEREK SMITH, MICHAEL SMITH, STOJKO VRANKOVIC, A.J. WYNDER",15,19805.0,3695,7214,6.8950000000000005,109.0,346.0,1.438,1646,1997,11.871,1088,2697,3785,2160,672,565,1308.0,1695,9145,292.7,52.9,106.2,6.8950000000000005,1.7000000000000002,6.0,1.438,25.9,31.8,11.871,15.3,38.8,54.3,34.3,9.9,8.8,20.3,27.1,132.9,8312.68,20.146863923251708,0.5650167805967862,0.5197532575547547
2,2,1990,0,CHH,1610612766,"MUGGSY BOGUES, REX CHAPMAN, EARL CURETON, DELL CURRY, KENNY GATTISON, KENDALL GILL, ARMEN GILLIAM, SCOTT HAFFNER, DAVE HOPPEN, RANDOLPH KEYS, JOHNNY NEWMAN, J.R. REID, JEFF SANDERS, STEVE SCHEFFLER, KELLY TRIPUCKA",15,17656.0,2946,6311,6.8870000000000005,130.0,411.0,1.743,1604,2035,10.813,857,1781,2638,1938,725,271,1156.0,1765,7626,301.3,48.6,104.9,6.8870000000000005,1.8,5.9,1.743,25.0,31.9,10.813,16.3,33.8,50.3,27.700000000000003,11.3,4.9,19.0,30.4,123.9,7505.4,20.404349796103304,0.5291130106571936,0.4771034701315164
3,3,1990,0,CHI,1610612741,"B.J. ARMSTRONG, BILL CARTWRIGHT, HORACE GRANT, CRAIG HODGES, DENNIS HOPSON, MICHAEL JORDAN, STACEY KING, CLIFF LEVINGSTON, JOHN PAXSON, WILL PERDUE, SCOTTIE PIPPEN, SCOTT WILLIAMS",12,19755.0,3632,7125,5.896,155.0,424.0,3.059,1605,2111,9.03,1148,2342,3490,2212,822,438,1148.0,1751,9024,253.5,46.1,90.7,5.896,2.0,5.4,3.059,20.5,27.1,9.03,14.9,30.1,45.2,27.8,10.5,5.7,14.8,22.8,114.6,8053.84,19.568935459377375,0.5602296544257149,0.5206315789473684
4,4,1990,0,CLE,1610612739,"MILOS BABIC, WINSTON BENNETT, CHUCKY BROWN, DERRICK CHIEVOUS, BRAD DAUGHERTY, CRAIG EHLO, DANNY FERRY, HENRY JAMES, STEVE KERR, JOHN MORTON, LARRY NANCE, GERALD PADDIO, MARK PRICE, DARNELL VALENTINE, HOT ROD WILLIAMS",15,19784.0,3254,6834,6.671,160.0,478.0,2.893,1664,2175,11.256,1010,2328,3338,2235,643,449,1247.0,1665,8332,331.3,53.7,114.6,6.671,3.4,9.9,2.893,28.9,37.3,11.256,16.6,36.4,52.9,41.5,11.8,6.9,21.8,27.8,139.8,8028.0,19.47755762232107,0.5347195481966371,0.48785484342990926
5,5,1990,0,DAL,1610612742,"STEVE ALFORD, ROLANDO BLACKMAN, BRAD DAVIS, JAMES DONALDSON, ALEX ENGLISH, JIM GRANDHOLM, DEREK HARPER, LAFAYETTE LEVER, RODNEY MCCRAY, JOHN SHASKY, ROY TARPLEY, KELVIN UPSHAW, RANDY WHITE, HERB WILLIAMS",14,19797.0,3243,6887,6.5920000000000005,193.0,599.0,2.541,1510,1984,10.543,983,2359,3342,1821,580,397,1149.0,1838,8189,326.40000000000003,55.7,116.4,6.5920000000000005,2.9,9.8,2.541,26.4,34.5,10.543,17.9,42.8,60.7,30.1,10.5,8.2,21.0,31.2,140.7,7925.96,19.217360206091833,0.5276444723941875,0.48489908523304776
6,6,1990,0,DEN,1610612743,"MAHMOUD ABDUL-RAUF, MICHAEL ADAMS, ANTHONY COOK, WALTER DAVIS, T.R. DUNN, COREY GAINES, AVERY JOHNSON, JEROME LANE, TIM LEGLER, MARCUS LIBERTY, TODD LICHTI, ANTHONY MASON, TERRY MILLS, CRAIG NEAL, BLAIR RASMUSSEN, JOE WOLF, ORLANDO WOOLRIDGE",17,16404.0,3299,7535,7.39,249.0,884.0,3.289,1455,1893,12.705,1248,2132,3380,1821,684,326,1098.0,1798,8302,357.0,68.1,156.0,7.39,5.1,18.5,3.289,32.2,42.2,12.705,25.4,42.3,67.7,46.1,15.2,5.9,24.2,41.4,173.9,8217.92,24.046583760058525,0.4960611478121206,0.45434638354346385
7,7,1990,0,DET,1610612765,"MARK AGUIRRE, WILLIAM BEDFORD, LANCE BLANKS, JOE DUMARS, JAMES EDWARDS, SCOTT HASTINGS, GERALD HENDERSON, VINNIE JOHNSON, BILL LAIMBEER, JOHN LONG, DENNIS RODMAN, TREE ROLLINS, JOHN SALLEY, ISIAH THOMAS",14,19805.0,3194,6875,6.44,131.0,440.0,4.157,1686,2211,10.711,1206,2452,3658,1825,487,367,1143.0,1869,8205,294.0,46.9,101.6,6.44,2.3,7.1,4.157,25.0,32.6,10.711,16.8,34.800000000000004,51.2,29.6,7.6,5.5,18.1,28.6,120.8,7784.84,18.867574854834636,0.5227553059185712,0.4741090909090909
8,8,1990,0,GOS,1610612744,"VINCENT ASKEW, TIM HARDAWAY, ROD HIGGINS, TYRONE HILL, LES JEPSEN, STEVE JOHNSON, BART KOFOED, ALTON LISTER, SARUNAS MARCIULIONIS, PAUL MOKESKI, CHRIS MULLIN, JIM PETERSEN, KEVIN PRITCHARD, MITCH RICHMOND, LARRY ROBINSON, MIKE SMREK, TOM TOLBERT",17,19181.0,3489,7194,7.364,267.0,793.0,2.61,2088,2674,11.892,1067,2243,3310,1910,784,368,1311.0,2124,9333,297.7,51.5,107.6,7.364,3.4,10.2,2.61,31.7,41.8,11.892,18.3,34.5,52.8,28.7,11.6,5.3,20.8,38.4,138.2,8614.56,21.557733173452895,0.5574895825368912,0.5035446205170976
9,9,1990,0,HOU,1610612745,"MATT BULLARD, ADRIAN CALDWELL, DAVE FEITL, SLEEPY FLOYD, DAVE JAMERSON, BUCK JOHNSON, VERNON MAXWELL, HAKEEM OLAJUWON, KENNY SMITH, LARRY SMITH, OTIS THORPE, KENNARD WINCHESTER, DAVID WOOD, MIKE WOODSON",14,19855.0,3403,7287,6.202,316.0,989.0,2.676,1631,2200,9.808,1275,2508,3783,1906,796,409,1358.0,1874,8753,283.6,49.2,106.4,6.202,3.9,13.1,2.676,23.5,31.6,9.808,18.3,36.7,55.2,26.0,11.8,6.7,19.4,27.3,126.1,8338.0,20.157340720221605,0.5301635372501514,0.48867846850555785
