,Unnamed: 0,SEASON_ID,LEAGUE_ID,TEAM_ABBREVIATION,TEAM_ID,PLAYER_FULLNAME,PLAYER_COUNT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,MIN_PG,FGM_PG,FGA_PG,FG_PCT_PG,FG3M_PG,FG3A_PG,FG3_PCT_PG,FTM_PG,FTA_PG,FT_PCT_PG,OREB_PG,DREB_PG,REB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,PF_PG,PTS_PG,Possessions,Pace,TS%,eFG%
0,0,1999,0,ATL,1610612737,"CAL BOWDLER, BIMBO COLES, CHRIS CRAWFORD, LAPHONSO ELLIS, DION GLOVER, ALAN HENDERSON, JIM JACKSON, ANTHONY JOHNSON, ROSHOWN MCLEOD, DIKEMBE MUTOMBO, ISAIAH RIDER, JASON TERRY, LORENZEN WRIGHT",13,19756.0,2994,6792,5.626,254,805,2.618,1474,1984,9.706,1146,2566,3712,1532,500,461,1212,1709,7716,292.8,44.5,102.2,5.626,3.7,12.2,2.618,21.9,29.4,9.706,16.5,36.4,52.7,22.6,7.6,6.1,17.9,25.3,114.7,7730.96,18.7834622393197,0.5033294368137603,0.45951118963486454
1,1,1999,0,BOS,1610612738,"KENNY ANDERSON, DANA BARROS, TONY BATTIE, CALBERT CHEANEY, PERVIS ELLISON, DANNY FORTSON, ADRIAN GRIFFIN, WALTER MCCARTY, DOUG OVERTON, PAUL PIERCE, VITALY POTAPENKO, JAMEL THOMAS, WAYNE TURNER, ANTOINE WALKER, ERIC WILLIAMS",15,19730.0,3054,6880,6.402,417,1260,3.147,1621,2175,10.927,1108,2420,3528,1741,795,286,1221,2223,8146,295.1,43.5,98.9,6.402,5.7,17.5,3.147,23.4,32.3,10.927,16.2,35.3,51.5,26.0,10.9,4.1000000000000005,18.1,33.4,116.3,7950.0,19.34110491637101,0.5197141763429884,0.4742005813953488
2,2,1999,0,CHH,1610612766,"ELDEN CAMPBELL, DERRICK COLEMAN, BARON DAVIS, RICKY DAVIS, TODD FULLER, MICHAEL HAWKINS, DEREK HOOD, EDDIE JONES, ANTHONY MASON, BRAD MILLER, JASON MISKIRI, BOBBY PHILLS, ELDRIDGE RECASNER, EDDIE ROBINSON, DAVID WESLEY",15,19046.0,2850,6323,5.7,324,959,2.097,1849,2433,8.608,854,2553,3407,1990,713,472,1130,1587,7873,290.9,43.4,98.9,5.7,5.2,16.6,2.097,26.7,35.3,8.608,12.9,38.1,50.7,30.5,10.7,6.8,16.9,25.7,118.6,7669.52,19.32883335083482,0.5324256916867743,0.4763561600506089
3,3,1999,0,CHI,1610612741,"CHRIS ANSTEY, B.J. ARMSTRONG, COREY BENJAMIN, ELTON BRAND, RANDY BROWN, KORNEL DAVID, HERSEY HAWKINS, FRED HOIBERG, LARI KETNER, TONI KUKOC, RUSTY LARUE, MATT MALONEY, WILL PERDUE, KHALID REEVES, MICHAEL RUFFIN, DICKEY SIMPKINS, DEDRIC WILLOUGHBY, METTA WORLD PEACE",18,18631.0,2369,5683,7.044,306,929,3.533,1386,1978,13.548,996,2189,3185,1553,611,368,1323,1798,6430,407.2,50.6,126.9,7.044,7.6,26.4,3.533,29.9,40.7,13.548,16.6,43.5,59.7,39.3,14.7,6.1000000000000005,29.2,38.0,138.6,6880.32,17.72612098116043,0.4905910286694378,0.44377969382368465
4,4,1999,0,CLE,1610612739,"BENOIT BENJAMIN, A.J. BRAMLETT, MARK BRYANT, ANDREW DECLERCQ, DANNY FERRY, CEDRIC HENDERSON, MARK HENDRICKSON, SHAWN KEMP, BREVIN KNIGHT, TRAJAN LANGDON, DONNY MARSHALL, ANDRE MILLER, LAMOND MURRAY, WESLEY PERSON, RYAN STACK, BOB SURA",16,19450.0,2911,6589,6.716,335,899,2.823,1626,2168,11.033,979,2461,3440,1894,696,359,1356,2174,7783,299.4,42.2,98.6,6.716,5.1,14.3,2.823,23.8,31.4,11.033,15.2,37.0,52.1,27.1,10.3,5.4,20.2,35.3,113.8,7919.92,19.54530385604113,0.5159142613205496,0.4672180907573228
5,5,1999,0,DAL,1610612742,"SHAWN BRADLEY, GREG BUCKNER, CEDRIC CEBALLOS, HUBERT DAVIS, MICHAEL FINLEY, RICK HUGHES, RANDELL JACKSON, STEVE NASH, DIRK NOWITZKI, ROBERT PACK, RODRICK RHODES, DENNIS RODMAN, SEAN ROOKS, ERICK STRICKLAND, BRUNO SUNDOV, GARY TRENT",16,19314.0,3140,6893,6.298,489,1235,3.343,1382,1712,10.762,919,2417,3336,1753,580,415,1056,1749,8151,352.9,53.1,119.3,6.298,6.7,17.400000000000002,3.343,22.2,28.7,10.762,20.0,46.3,66.4,31.3,11.7,6.0,22.4,32.8,135.20000000000002,7783.28,19.343348866107483,0.5330042844363534,0.4910053677643987
6,6,1999,0,DEN,1610612743,"CORY ALEXANDER, CHAUNCEY BILLUPS, RYAN BOWEN, KEON CLARK, CHRIS HERREN, POPEYE JONES, RAEF LAFRENTZ, GEORGE MCCLOUD, ANTONIO MCDYESS, RON MERCER, JAMES POSEY, ROY ROGERS, BRYANT STITH, JOHNNY TAYLOR, NICK VAN EXEL",15,18712.0,2851,6440,5.83,458,1348,3.789,1405,1946,10.26,986,2420,3406,1854,514,593,1152,1827,7565,311.1,44.9,106.4,5.83,7.0,22.3,3.789,23.6,32.1,10.26,15.0,38.1,53.1,30.9,8.9,8.6,18.9,30.4,120.2,7462.24,19.142129115006412,0.5184177055579312,0.4782608695652174
7,7,1999,0,DET,1610612765,"MARCUS BROWN, JUD BUECHLER, JOHN CROTTY, MICHAEL CURRY, GRANT HILL, LINDSEY HUNTER, JERMAINE JACKSON, CHRISTIAN LAETTNER, TERRY MILLS, ERIC MONTROSS, MIKKI MOORE, DON REID, JERRY STACKHOUSE, LOY VAUGHT, JEROME WILLIAMS",15,19830.0,3044,6635,6.211,439,1223,2.582,1956,2506,10.625,917,2458,3375,1707,665,273,1250,2011,8483,289.8,42.0,93.5,6.211,5.6,16.9,2.582,27.0,34.8,10.625,13.5,36.1,49.9,23.5,9.3,4.9,18.4,32.4,117.3,8070.64,19.53558850226929,0.5481645566348395,0.4918613413715147
8,8,1999,0,GSW,1610612744,"DREW BARRY, MOOKIE BLAYLOCK, JASON CAFFEY, CHRIS CARR, TERRY CUMMINGS, VONTEEGO CUMMINGS, ERICK DAMPIER, MARK DAVIS, TONY FARMER, ADONAL FOYLE, ANTAWN JAMISON, DAMON JONES, TIM LEGLER, SAM MACK, DONYELL MARSHALL, CHRIS MILLS, JOHN STARKS, TIM YOUNG",18,17114.0,2562,6086,7.388,316,961,3.696,1251,1806,12.867,1163,2161,3324,1635,622,328,1079,1734,6691,391.2,59.3,143.3,7.388,7.6,23.3,3.696,29.0,40.9,12.867,25.1,47.7,73.1,36.9,13.1,5.9,24.4,42.2,155.8,6796.64,19.06268084609092,0.4862193051809134,0.44692737430167595
9,9,1999,0,HOU,1610612745,"SHANDON ANDERSON, CHARLES BARKLEY, MATT BULLARD, KELVIN CATO, BILL CURLEY, BRYCE DREW, STEVE FRANCIS, DEVIN GRAY, THOMAS HAMILTON, TONY MASSENBURG, ANTHONY MILLER, CUTTINO MOBLEY, MOOCHIE NORRIS, HAKEEM OLAJUWON, CARLOS ROGERS, KENNY THOMAS, WALT WILLIAMS",17,19830.0,3001,6664,7.801,581,1625,3.229,1573,2145,11.407,1008,2586,3594,1774,613,438,1358,1663,8156,357.5,53.5,117.6,7.801,8.3,23.6,3.229,28.2,39.6,11.407,21.2,50.9,72.5,29.8,10.7,8.1,24.4,32.2,143.6,7957.8,19.262450832072616,0.5360288125345041,0.49392256902761106
