,Unnamed: 0,SEASON_ID,LEAGUE_ID,TEAM_ABBREVIATION,TEAM_ID,PLAYER_FULLNAME,PLAYER_COUNT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,MIN_PG,FGM_PG,FGA_PG,FG_PCT_PG,FG3M_PG,FG3A_PG,FG3_PCT_PG,FTM_PG,FTA_PG,FT_PCT_PG,OREB_PG,DREB_PG,REB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,PF_PG,PTS_PG,Possessions,Pace,TS%,eFG%
0,0,2001,0,ATL,1610612737,"SHAREEF ABDUR-RAHIM, CAL BOWDLER, CHRIS CRAWFORD, EMANUAL DAVIS, DION GLOVER, ALAN HENDERSON, DERMARR JOHNSON, TONI KUKOC, NAZR MOHAMMED, HANNO MOTTOLA, IRA NEWBLE, THEO RATLIFF, DICKEY SIMPKINS, LEON SMITH, MARK STRICKLAND, JASON TERRY, JACQUE VAUGHN",17,19747.0,2896,6597,7.008,423,1194,4.142,1480,1933,11.704,950,2443,3393,1655,666,349,1203,1700,7695,368.6,51.3,116.0,7.008,6.4,19.0,4.142,26.1,35.6,11.704,18.6,45.3,63.5,27.0,11.4,9.1,22.5,33.1,135.0,7700.52,18.718031093330634,0.5166149268481319,0.47104744580870095
1,1,2001,0,BOS,1610612738,"KENNY ANDERSON, TONY BATTIE, MARK BLOUNT, KEDRICK BROWN, RANDY BROWN, JOSEPH FORTE, JOE JOHNSON, WALTER MCCARTY, MILT PALACIO, PAUL PIERCE, VITALY POTAPENKO, ERICK STRICKLAND, ANTOINE WALKER, ERIC WILLIAMS",14,18635.0,2685,6337,5.132,640,1784,2.89,1441,1880,9.857,837,2438,3275,1631,755,274,1021,1660,7451,275.1,36.8,89.6,5.132,8.6,24.7,2.89,19.9,25.8,9.857,12.1,34.7,46.7,25.2,11.1,4.8,14.3,24.6,102.3,7348.2,18.927480547357124,0.5200161916194411,0.47419914786176426
2,2,2001,0,CHH,1610612766,"STACEY AUGMON, P.J. BROWN, MATT BULLARD, ELDEN CAMPBELL, BARON DAVIS, BRYCE DREW, KIRK HASTON, GEORGE LYNCH, JAMAAL MAGLOIRE, JAMAL MASHBURN, JEROME MOISO, LEE NAILON, ELDRIDGE RECASNER, ROBERT TRAYLOR, DAVID WESLEY",15,19753.0,2893,6580,5.888,346,994,3.427,1568,2105,9.55,1059,2505,3564,1759,653,456,1108,1747,7700,304.7,44.0,102.8,5.888,5.4,15.7,3.427,23.9,31.4,9.55,15.5,39.1,54.3,26.4,9.6,6.4,17.0,27.4,117.1,7555.2,18.359216321571406,0.5129093282886148,0.46595744680851064
3,3,2001,0,CHI,1610612741,"GREG ANTHONY, DALIBOR BAGARIC, TYSON CHANDLER, JAMAL CRAWFORD, EDDY CURRY, MARCUS FIZER, A.J. GUYTON, TRENTON HASSELL, FRED HOIBERG, RON MERCER, BRAD MILLER, CHARLES OAKLEY, KEVIN OLLIE, EDDIE ROBINSON, METTA WORLD PEACE",15,17730.0,2413,5627,6.409,251,735,4.2010000000000005,1235,1749,10.867,898,2173,3071,1509,568,344,1030,1654,6312,347.5,49.5,115.9,6.409,5.9,16.7,4.2010000000000005,23.8,33.7,10.867,16.5,39.9,56.7,31.9,12.5,6.4,20.8,31.3,128.7,6528.56,17.674612521150593,0.49339019723101163,0.45112848764883595
4,4,2001,0,CLE,1610612739,"BIMBO COLES, RICKY DAVIS, DESAGANA DIOP, MICHAEL DOLEAC, TYRONE HILL, ZYDRUNAS ILGAUSKAS, JUMAINE JONES, TRAJAN LANGDON, CHRIS MIHM, ANDRE MILLER, LAMOND MURRAY, WESLEY PERSON, BRIAN SKINNER, BRYANT STITH, JEFF TREPAGNIER",15,19857.0,2948,6582,6.381,387,1026,3.092,1529,1980,10.837,968,2483,3451,1891,572,470,1129,1752,7812,316.0,44.5,100.9,6.381,5.4,14.9,3.092,24.1,31.5,10.837,16.4,41.9,58.3,27.9,9.3,7.899999999999999,18.6,29.9,118.1,7614.2,18.405680616407313,0.5240701980357431,0.4772865390458827
5,5,2001,0,DAL,1610612742,"SHAWN BRADLEY, GREG BUCKNER, EVAN ESCHMEYER, MICHAEL FINLEY, ADRIAN GRIFFIN, TIM HARDAWAY, DONNELL HARVEY, JUWAN HOWARD, DANNY MANNING, DARRICK MARTIN, EDUARDO NAJERA, STEVE NASH, JOHNNY NEWMAN, DIRK NOWITZKI, WANG ZHI-ZHI",15,18160.0,2936,6304,6.578,558,1452,3.084,1496,1853,10.978,848,2341,3189,1639,536,326,872,1677,7926,313.5,46.9,103.9,6.578,8.4,22.7,3.084,23.9,30.7,10.978,15.3,40.6,55.7,25.8,9.7,5.9,14.4,32.0,126.2,7143.32,18.881022026431715,0.5566542872072052,0.509993654822335
6,6,2001,0,DEN,1610612743,"TARIQ ABDUL-WAHAD, CHRIS ANDERSEN, MENGKE BATEER, RYAN BOWEN, CALBERT CHEANEY, ZENDON HAMILTON, AVERY JOHNSON, RAEF LAFRENTZ, VOSHON LENARD, GEORGE MCCLOUD, ANTONIO MCDYESS, JAMES POSEY, ISAIAH RIDER, KENNY SATTERFIELD, SHAWNELLE SCOTT, NICK VAN EXEL, SCOTT WILLIAMS",17,17545.0,2546,6051,7.289,395,1207,3.27,1124,1505,12.489,954,2015,2969,1583,556,423,982,1647,6611,370.8,56.0,130.7,7.289,7.5,22.2,3.27,25.0,33.9,12.489,23.2,44.5,67.7,33.2,11.4,9.7,22.2,36.5,144.5,6741.2,18.44272442291251,0.49238813084669014,0.4533961328705999
7,7,2001,0,DET,1610612765,"VICTOR ALEXANDER, CHUCKY ATKINS, DANA BARROS, JON BARRY, BRIAN CARDINAL, MICHAEL CURRY, DAMON JONES, MIKKI MOORE, ZELJKO REBRACA, CLIFFORD ROBINSON, JERRY STACKHOUSE, RATKO VARDA, BEN WALLACE, RODNEY WHITE, CORLISS WILLIAMSON",15,19675.0,2845,6300,6.869,567,1509,3.874,1478,1954,11.598,810,2366,3176,1765,648,565,1135,1695,7735,290.5,43.6,96.6,6.869,8.1,22.4,3.874,22.1,28.7,11.598,11.5,35.3,46.9,25.7,9.1,7.5,17.6,27.2,116.9,7484.76,18.260151461245236,0.540171737600143,0.4965873015873016
8,8,2001,0,GSW,1610612744,"GILBERT ARENAS, MOOKIE BLAYLOCK, ERICK DAMPIER, DANNY FORTSON, ADONAL FOYLE, CEDRIC HENDERSON, LARRY HUGHES, MARC JACKSON, ANTAWN JAMISON, CHRIS MILLS, TROY MURPHY, DEAN OLIVER, JASON RICHARDSON, BOB SURA",14,19749.0,2994,6974,5.852,320,994,3.484,1693,2344,9.616,1331,2486,3817,1705,648,522,1322,1878,8001,292.9,43.8,102.8,5.852,4.7,15.4,3.484,25.4,34.8,9.616,18.6,35.2,54.0,26.9,10.2,7.2,20.2,27.7,117.6,7996.36,19.435175451921616,0.49972768245275667,0.452251218812733
9,9,2001,0,HOU,1610612745,"TIERRE BROWN, KELVIN CATO, JASON COLLIER, STEVE FRANCIS, EDDIE GRIFFIN, DAN LANGHI, CUTTINO MOBLEY, TERENCE MORRIS, MOOCHIE NORRIS, GLEN RICE, KENNY THOMAS, OSCAR TORRES, WALT WILLIAMS, KEVIN WILLIS",14,19976.0,2837,6629,5.958,496,1480,3.0940000000000003,1402,1893,10.346,1025,2411,3436,1482,537,445,1074,1476,7572,337.1,46.9,110.8,5.958,8.2,24.7,3.0940000000000003,22.9,30.8,10.346,16.7,40.0,57.0,24.2,8.7,6.6000000000000005,17.9,25.2,125.2,7510.92,18.04786543852623,0.5073761176748075,0.46537939357369135
10,10,2001,0,IND,1610612754,"JONATHAN BENDER, TRAVIS BEST, JAMISON BREWER, PRIMOZ BREZEC, AUSTIN CROSHERE, JEFF FOSTER, AL HARRINGTON, REGGIE MILLER, JERMAINE O'NEAL, NORMAN RICHARDSON, CARLOS ROGERS, JALEN ROSE, BRUNO SUNDOV, JAMAAL TINSLEY",14,17419.0,2595,5847,5.803,386,1108,2.786,1412,1842,8.178,808,2251,3059,1675,540,404,1066,1624,6988,276.4,41.1,93.3,5.803,5.3,15.8,2.786,21.7,28.5,8.178,13.2,35.1,48.3,26.0,8.3,6.2,16.4,26.6,109.8,6915.48,19.05637751880131,0.5248232063783894,0.4768257225927826
11,11,2001,0,LAC,1610612746,"EARL BOYKINS, ELTON BRAND, KEYON DOOLING, OBINNA EKEZIE, TREMAINE FOWLKES, HAROLD JAMISON, COREY MAGGETTE, JEFF MCINNIS, DARIUS MILES, LAMAR ODOM, MICHAEL OLOWOKANDI, DOUG OVERTON, ERIC PIATKOWSKI, QUENTIN RICHARDSON, SEAN ROOKS",15,19774.0,2968,6662,6.345,408,1146,2.702,1497,2025,10.975,1083,2474,3557,1709,509,540,1149,1621,7841,314.6,45.4,103.7,6.345,6.300000000000001,19.0,2.702,23.5,32.0,10.975,16.900000000000002,37.8,54.5,28.0,8.3,8.0,18.9,27.3,120.9,7619.0,18.49458885405077,0.5190652720773202,0.47613329330531373
12,12,2001,0,LAL,1610612747,"KOBE BRYANT, JOE CRISPIN, DEREK FISHER, RICK FOX, DEVEAN GEORGE, ROBERT HORRY, LINDSEY HUNTER, MARK MADSEN, JELANI MCCOY, SLAVA MEDVEDENKO, SHAQUILLE O'NEAL, MIKE PENBERTHY, MITCH RICHMOND, BRIAN SHAW, SAMAKI WALKER",15,19781.0,3150,6840,6.591,510,1439,2.721,1494,2138,10.436,1022,2607,3629,1882,625,478,995,1823,8304,278.8,44.1,96.0,6.591,6.8,19.7,2.721,21.9,31.7,10.436,14.5,37.0,51.5,26.4,9.2,6.7,14.1,25.7,117.0,7753.72,18.81495172134877,0.5336267080681479,0.49780701754385964
13,13,2001,0,MEM,1610612763,"NICK ANDERSON, IKE AUSTIN, SHANE BATTIER, RODNEY BUFORD, MICHAEL DICKERSON, IKE FONTAINE, ANTONIS FOTSIS, PAU GASOL, EDDIE GILL, BREVIN KNIGHT, GRANT LONG, TONY MASSENBURG, ELLIOT PERRY, WILL SOLOMON, STROMILE SWIFT, JASON WILLIAMS, LORENZEN WRIGHT",17,19790.0,2851,6535,6.87,336,1096,4.295,1334,1883,12.252,984,2413,3397,1785,646,488,1290,1571,7372,400.9,53.7,128.9,6.87,8.0,25.6,4.295,23.3,33.3,12.252,16.6,46.8,63.2,36.5,13.4,7.8,28.0,34.3,138.6,7669.52,18.602170793329964,0.5005758115683803,0.46197398622800306
14,14,2001,0,MIA,1610612748,"MALIK ALLEN, ERNEST BROWN, ANTHONY CARTER, LAPHONSO ELLIS, CHRIS GATLING, KENDALL GILL, BRIAN GRANT, TANG HAMILTON, EDDIE HOUSE, JIM JACKSON, MIKE JAMES, EDDIE JONES, SAM MACK, SEAN MARKS, ALONZO MOURNING, VLADIMIR STEPANIA, ROD STRICKLAND",17,19930.0,2801,6382,6.953,312,899,3.595,1236,1708,10.769,902,2544,3446,1664,547,448,1153,1846,7150,351.6,46.8,109.9,6.953,5.2,16.0,3.595,19.7,28.6,10.769,16.1,45.4,61.5,27.5,9.8,7.8,20.4,34.1,118.4,7384.52,17.785095835423984,0.5011551099597393,0.46333437793795046
15,15,2001,0,MIL,1610612749,"RAY ALLEN, RAFER ALSTON, JASON CAFFEY, SAM CASSELL, GREG FOSTER, DARVIN HAM, ERVIN JOHNSON, ANTHONY MASON, MARK POPE, JOEL PRZYBILLA, MICHAEL REDD, GLENN ROBINSON, TIM THOMAS",13,19350.0,2971,6389,5.829,574,1510,3.561,1308,1746,8.755,835,2519,3354,1768,568,387,1076,1746,7824,285.3,43.8,94.9,5.829,8.4,22.9,3.561,19.8,26.7,8.755,12.3,37.0,49.4,25.7,8.4,5.5,15.8,26.3,115.4,7398.24,18.352223255813954,0.546579407704646,0.5099389575833464
