,Unnamed: 0,SEASON_ID,LEAGUE_ID,TEAM_ABBREVIATION,TEAM_ID,PLAYER_FULLNAME,PLAYER_COUNT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,MIN_PG,FGM_PG,FGA_PG,FG_PCT_PG,FG3M_PG,FG3A_PG,FG3_PCT_PG,FTM_PG,FTA_PG,FT_PCT_PG,OREB_PG,DREB_PG,REB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,PF_PG,PTS_PG,Possessions,Pace,TS%,eFG%
0,0,2020,0,ATL,1610612737,"BOGDAN BOGDANOVIĆ, CLINT CAPELA, JOHN COLLINS, KRIS DUNN, BRUNO FERNANDO, DANILO GALLINARI, BRANDON GOODWIN, SOLOMON HILL, KEVIN HUERTER, DE'ANDRE HUNTER, NATHAN KNIGHT, SKYLAR MAYS, ONYEKA OKONGWU, CAM REDDISH, RAJON RONDO, TONY SNELL, TRAE YOUNG",17,16900.0,2853,6065,7.382,871,2348,4.648,1370,1691,13.239,754,2481,3235,1656,495,340,872,1372,7947,353.3,56.6,124.4,7.382,17.6,48.8,4.648,28.4,34.8,13.239,14.2,50.6,64.8,33.1,10.9,7.0,18.3,30.6,159.5,6927.04,19.674433136094677,0.5835624405202495,0.542209398186315
1,1,2020,0,BKN,1610612751,"JARRETT ALLEN, BRUCE BROWN, CHRIS CHIOZZA, NIC CLAXTON, TYLER COOK, SPENCER DINWIDDIE, KEVIN DURANT, JEFF GREEN, JOE HARRIS, KYRIE IRVING, MIKE JAMES, TYLER JOHNSON, DEANDRE JORDAN, RODIONS KURUCS, CARIS LEVERT, TIMOTHE LUWAWU-CABARROT, NORVEL PELLE, REGGIE PERRY, TAUREAN PRINCE, ANDRE ROBERSON, LANDRY SHAMET, IMAN SHUMPERT, NOAH VONLEH",23,15209.0,2666,5385,9.658,888,2246,5.758,1014,1282,13.814,553,2104,2657,1447,412,323,755,1190,7234,415.7,68.3,146.0,9.658,20.3,56.4,5.758,30.3,38.0,13.814,17.2,61.9,78.9,44.2,11.9,10.6,24.4,33.8,187.4,6151.08,19.412968636991256,0.6079931686916297,0.5775301764159703
2,2,2020,0,BOS,1610612738,"JAYLEN BROWN, CARSEN EDWARDS, TACKO FALL, JAVONTE GREEN, ROMEO LANGFORD, AARON NESMITH, SEMI OJELEYE, PAYTON PRITCHARD, MARCUS SMART, JAYSON TATUM, JEFF TEAGUE, DANIEL THEIS, TRISTAN THOMPSON, KEMBA WALKER, TREMONT WATERS, GRANT WILLIAMS, ROBERT WILLIAMS III",17,16457.0,2843,6093,8.142,922,2471,5.081,1138,1465,12.602,735,2291,3026,1604,533,343,923,1392,7746,343.6,56.9,121.9,8.142,18.2,49.1,5.081,23.1,30.0,12.602,15.6,46.5,61.7,33.2,11.2,7.7,18.8,29.6,154.8,6925.6,20.199842012517472,0.5748337687010211,0.5422616116855408
3,3,2020,0,CHA,1610612766,"LAMELO BALL, BISMACK BIYOMBO, MILES BRIDGES, VERNON CAREY JR., NATE DARLING, DEVONTE' GRAHAM, GORDON HAYWARD, CALEB MARTIN, CODY MARTIN, JALEN MCDANIELS, MALIK MONK, NICK RICHARDS, GRANT RILLER, TERRY ROZIER, P.J. WASHINGTON, CODY ZELLER",16,16927.0,2821,6198,7.439999999999999,982,2642,4.647,1106,1460,11.232,752,2360,3112,1858,548,339,987,1259,7730,317.5,53.0,116.4,7.439999999999999,18.2,49.1,4.647,21.5,28.0,11.232,13.9,43.7,57.5,34.4,10.4,6.0,18.5,23.5,145.7,7075.4,20.063756129260945,0.565025437108941,0.5343659244917716
4,4,2020,0,CHI,1610612741,"WENDELL CARTER JR., DEVON DOTSON, CRISTIANO FELICIO, DANIEL GAFFORD, CHANDLER HUTCHISON, LUKE KORNET, ZACH LAVINE, LAURI MARKKANEN, ADAM MOKOKA, OTTO PORTER JR., TOMAS SATORANSKY, GARRETT TEMPLE, DENZEL VALENTINE, COBY WHITE, PATRICK WILLIAMS, THADDEUS YOUNG",16,15076.0,2618,5501,7.431,792,2132,4.461,895,1128,10.82,573,2079,2652,1710,415,264,953,1170,6923,299.0,50.1,106.5,7.431,14.9,40.8,4.461,18.0,23.0,10.82,12.3,44.4,56.7,32.0,8.4,5.7,18.2,24.3,133.1,6377.32,20.30454762536482,0.5771744712638313,0.547900381748773
5,5,2020,0,CLE,1610612739,"MARQUES BOLDEN, MATTHEW DELLAVEDOVA, DAMYEAN DOTSON, ANDRE DRUMMOND, DANTÉ EXUM, YOGI FERRELL, DARIUS GARLAND, KEVIN LOVE, THON MAKER, JEREMIAH MARTIN, JAVALE MCGEE, LARRY NANCE JR., ISAAC OKORO, CEDI OSMAN, COLLIN SEXTON, LAMAR STEVENS, ANDERSON VAREJAO, DEAN WADE, DYLAN WINDLER",19,14255.0,2292,5214,7.754,633,1900,4.415,937,1245,12.606,531,1730,2261,1470,483,201,871,1073,6154,381.4,59.3,138.8,7.754,15.3,48.4,4.415,23.4,33.300000000000004,12.606,18.1,54.2,72.3,40.1,14.0,7.3,24.0,29.0,156.8,6101.8,20.546222378112944,0.534034503106668,0.5002876869965478
6,6,2020,0,DAL,1610612742,"TYLER BEY, JALEN BRUNSON, TREY BURKE, WILLIE CAULEY-STEIN, LUKA DONČIĆ, DORIAN FINNEY-SMITH, JOSH GREEN, TIM HARDAWAY JR., NATE HINTON, WES IWUNDU, JAMES JOHNSON, MAXI KLEBER, BOBAN MARJANOVIĆ, KRISTAPS PORZIŅĢIS, DWIGHT POWELL, JOSH RICHARDSON, TYRELL TERRY",17,16834.0,2908,6152,7.662,963,2658,4.465,1169,1501,12.55,639,2404,3043,1617,443,308,807,1353,7948,319.0,52.8,112.9,7.662,16.6,47.3,4.465,20.9,27.2,12.55,12.9,46.8,59.7,28.5,8.9,6.3,14.6,26.3,142.9,6980.4400000000005,19.903832719496258,0.5833445872550803,0.5509590377113134
7,7,2020,0,DEN,1610612743,"WILL BARTON, BOL BOL, FACUNDO CAMPAZZO, PJ DOZIER, JAMYCHAL GREEN, R.J. HAMPTON, GARY HARRIS, ISAIAH HARTENSTEIN, MARKUS HOWARD, NIKOLA JOKIĆ, PAUL MILLSAP, MONTÉ MORRIS, JAMAL MURRAY, ZEKE NNAJI, MICHAEL PORTER JR., GREG WHITTINGTON, VLATKO ČANČAR",17,15972.0,2913,5981,7.348,880,2308,5.3420000000000005,1065,1317,12.262,690,2248,2938,1816,529,288,858,1231,7771,320.6,55.1,115.6,7.348,17.2,45.9,5.3420000000000005,19.6,24.9,12.262,12.9,41.8,54.7,32.7,10.2,5.6,16.1,24.6,146.5,6728.48,20.220826446280988,0.5922584932809795,0.560608593880622
8,8,2020,0,DET,1610612765,"SADDIQ BEY, SEKOU DOUMBOUYA, WAYNE ELLINGTON, JERAMI GRANT, BLAKE GRIFFIN, KILLIAN HAYES, FRANK JACKSON, JOSH JACKSON, SABEN LEE, RODNEY MCGRUDER, SVI MYKHAILIUK, JAHLIL OKAFOR, MASON PLUMLEE, DERRICK ROSE, DEIVIDAS SIRVYDIS, ISAIAH STEWART, DELON WRIGHT",17,15650.0,2489,5578,7.652,782,2235,5.41,1166,1519,12.705,623,2139,2762,1525,471,334,913,1319,6926,365.3,57.8,131.0,7.652,18.3,52.3,5.41,26.3,34.2,12.705,12.5,47.1,59.6,39.6,11.6,6.800000000000001,22.2,29.0,160.1,6536.36,20.047621725239615,0.5544028842397812,0.5163140910720688
9,9,2020,0,GSW,1610612744,"KENT BAZEMORE, MARQUESE CHRISS, STEPHEN CURRY, DRAYMOND GREEN, DAMION LEE, KEVON LOONEY, NICO MANNION, MYCHAL MULDER, KELLY OUBRE JR., ERIC PASCHALL, GARY PAYTON II, JORDAN POOLE, ALEN SMAILAGIC, JUAN TOSCANO-ANDERSON, BRAD WANAMAKER, ANDREW WIGGINS, JAMES WISEMAN",17,17293.0,2973,6345,8.013,1048,2789,5.906,1192,1518,12.233,573,2520,3093,1989,587,340,1053,1524,8186,330.5,56.6,122.5,8.013,18.8,51.8,5.906,22.7,30.1,12.233,12.3,51.2,63.5,36.6,10.9,7.3,20.2,30.5,154.8,7492.92,20.79802000809576,0.5836370584578179,0.5511426319936958
