,Unnamed: 0,SEASON_ID,LEAGUE_ID,TEAM_ABBREVIATION,TEAM_ID,PLAYER_FULLNAME,PLAYER_COUNT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,MIN_PG,FGM_PG,FGA_PG,FG_PCT_PG,FG3M_PG,FG3A_PG,FG3_PCT_PG,FTM_PG,FTA_PG,FT_PCT_PG,OREB_PG,DREB_PG,REB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,PF_PG,PTS_PG,Possessions,Pace,TS%,eFG%
0,0,1994,0,ATL,1610612737,"GREG ANDERSON, STACEY AUGMON, SERGEI BAZAREVICH, MOOKIE BLAYLOCK, TYRONE CORBIN, DOUG EDWARDS, CRAIG EHLO, TOM HOVASSE, JON KONCAK, ANDREW LANG, JIM LES, KEN NORMAN, FRED VINSON, ENNIS WHATLEY, KEVIN WILLIS",15,14656.0,2229,4994,5.892,392.0,1141.0,3.404,877,1284,9.689,814,1693,2507,1357,570,345,875.0,1356,5727,275.2,40.7,95.2,5.892,5.9,19.200000000000003,3.404,19.1,27.8,9.689,17.0,38.5,55.3,23.9,9.6,6.3,17.7,26.8,106.5,5619.96,18.405982532751093,0.5151143379337142,0.4855826992390869
1,1,1994,0,BOS,1610612738,"DEE BROWN, TONY DAWSON, SHERMAN DOUGLAS, ACIE EARL, BLUE EDWARDS, PERVIS ELLISON, RICK FOX, TONY HARRIS, XAVIER MCDANIEL, GREG MINOR, ERIC MONTROSS, DINO RADJA, DEREK STRONG, DAVID WESLEY, DOMINIQUE WILKINS",15,19692.0,3169,6828,6.744,362.0,983.0,3.187,1704,2261,11.594,1152,2313,3465,1767,607,361,1261.0,1958,8404,317.9,51.0,111.7,6.744,6.0,16.7,3.187,29.1,38.0,11.594,17.9,37.0,54.9,28.8,9.7,5.9,21.1,34.2,137.2,7931.84,19.334162096282757,0.5371450777467007,0.4906268306971295
2,2,1994,0,CHH,1610612766,"MICHAEL ADAMS, TONY BENNETT, JAMES BLACKWELL, MUGGSY BOGUES, SCOTT BURRELL, DELL CURRY, KENNY GATTISON, DARRIN HANCOCK, HERSEY HAWKINS, LARRY JOHNSON, ALONZO MOURNING, ROBERT PARISH, GREG SUTTON, TOM TOLBERT, DAVID WINGATE, JOE WOLF",16,19805.0,3051,6438,7.528,560.0,1409.0,3.988,1587,2042,10.606,832,2395,3227,2072,620,399,1165.0,1685,8249,319.7,47.7,100.9,7.528,9.1,24.8,3.988,22.9,29.8,10.606,12.6,37.1,49.9,33.5,9.6,5.699999999999999,18.9,30.0,127.0,7669.48,18.587984852310022,0.5621905873116263,0.5173967070518795
3,3,1994,0,CHI,1610612741,"B.J. ARMSTRONG, CORIE BLOUNT, JUD BUECHLER, JOJO ENGLISH, GREG FOSTER, RON HARPER, MICHAEL JORDAN, STEVE KERR, LARRY KRYSTKOWIAK, TONI KUKOC, LUC LONGLEY, PETE MYERS, WILL PERDUE, SCOTTIE PIPPEN, DICKEY SIMPKINS, BILL WENNINGTON",16,19830.0,3191,6710,7.366,443.0,1187.0,3.21,1500,2065,11.577,1106,2294,3400,1970,797,352,1233.0,1962,8325,334.9,54.6,118.6,7.366,6.7,17.8,3.21,28.2,37.8,11.577,18.1,39.0,57.1,32.6,13.1,6.0,20.8,35.1,143.8,7745.6,18.748804841149774,0.5463602236631402,0.5085692995529061
4,4,1994,0,CLE,1610612739,"JOHN BATTLE, ELMER BENNETT, TERRELL BRANDON, MICHAEL CAGE, TONY CAMPBELL, STEVE COLTER, GREG DREILING, DANNY FERRY, TYRONE HILL, GERALD MADKINS, CHRIS MILLS, BOBBY PHILLS, MARK PRICE, FRED ROBERTS, HOT ROD WILLIAMS",15,19930.0,2756,6255,6.481,398.0,1033.0,3.949,1507,1982,11.42,1045,2237,3282,1672,630,349,1090.0,1694,7417,300.0,42.5,97.1,6.481,6.3,17.2,3.949,23.8,31.1,11.42,14.6,32.0,46.7,27.6,10.2,4.8,17.5,25.9,115.4,7172.08,17.273449071751127,0.5203393255021692,0.4724220623501199
5,5,1994,0,DAL,1610612742,"TERRY DAVIS, TONY DUMAS, LUCIOUS HARRIS, DONALD HODGE, JIM JACKSON, POPEYE JONES, JASON KIDD, JAMAL MASHBURN, GEORGE MCCLOUD, DOUG SMITH, ROY TARPLEY, MORLON WILEY, LORENZO WILLIAMS",13,19308.0,3136,7132,5.655,369.0,1148.0,3.105,1576,2152,9.242,1501,2393,3894,1847,553,345,1275.0,1769,8217,292.8,48.5,109.8,5.655,5.9,18.0,3.105,24.6,33.2,9.242,22.7,35.5,58.2,27.2,8.0,5.0,19.5,27.1,127.5,7852.88,19.52238657551274,0.5085482146040045,0.4655776780706674
6,6,1994,0,DEN,1610612743,"MAHMOUD ABDUL-RAUF, BISON DELE, DALE ELLIS, LAPHONSO ELLIS, GREG GRANT, TOM HAMMONDS, CLIFF LEVINGSTON, DARNELL MEE, DIKEMBE MUTOMBO, ROBERT PACK, MARK RANDALL, ELDRIDGE RECASNER, RODNEY ROGERS, JALEN ROSE, REGGIE SLATER, BRYANT STITH, REGGIE WILLIAMS",17,19980.0,3098,6461,7.1530000000000005,413.0,1160.0,3.093,1700,2305,11.46,1040,2402,3442,1836,660,585,1332.0,2063,8309,310.6,46.8,102.8,7.1530000000000005,6.0,17.9,3.093,27.4,36.5,11.46,16.3,37.5,53.5,31.9,11.6,8.5,22.0,33.5,127.3,7767.2,18.65993993993994,0.5557710830479452,0.5114533353969973
7,7,1994,0,DET,1610612765,"RAFAEL ADDISON, WALTER BOND, BILL CURLEY, JOHNNY DAWKINS, JOE DUMARS, GRANT HILL, ALLAN HOUSTON, LINDSEY HUNTER, ERIC LECKNER, MARK MACON, OLIVER MILLER, TERRY MILLS, IVANO NEWBILL, MIKE PEPLOWSKI, MARK WEST",15,19065.0,2982,6434,7.188000000000001,483.0,1368.0,3.027,1425,1920,10.552,938,2166,3104,1756,685,415,1241.0,2086,7872,311.8,46.4,101.4,7.188000000000001,7.5,21.6,3.027,22.2,30.3,10.552,15.4,34.5,50.2,29.9,11.5,6.5,20.6,36.7,122.9,7581.8,19.08871754523997,0.5407484750233554,0.5010102580043518
8,8,1994,0,GOS,1610612744,"VICTOR ALEXANDER, MANUTE BOL, CHRIS GATLING, TIM HARDAWAY, ROD HIGGINS, KEITH JENNINGS, TIM LEGLER, RYAN LORTHRIDGE, DWAYNE MORTON, CHRIS MULLIN, RICKY PIERCE, CARLOS ROGERS, CLIFFORD ROZIER, RONY SEIKALY, LATRELL SPREWELL, DAVID WOOD",16,17531.0,2854,6023,7.6,481.0,1375.0,4.674,1568,2198,10.767,928,2038,2966,1847,579,330,1310.0,1612,7757,367.6,59.0,123.5,7.6,10.2,28.2,4.674,32.5,44.6,10.767,18.4,42.8,61.5,35.0,11.5,8.6,26.4,34.1,160.4,7372.12,20.18491586332782,0.5548545661590931,0.5137805080524656
9,9,1994,0,HOU,1610612745,"TIM BREAUX, SCOTT BROOKS, CHUCKY BROWN, ADRIAN CALDWELL, SAM CASSELL, PETE CHILCUTT, MARIO ELIE, CARL HERRERA, ROBERT HORRY, CHARLES JONES, VERNON MAXWELL, HAKEEM OLAJUWON, KENNY SMITH, ZAN TABAK, OTIS THORPE",15,18227.0,2861,5973,6.848,567.0,1544.0,3.499,1365,1837,10.368,810,2242,3052,1901,652,488,1176.0,1594,7654,305.7,45.9,95.3,6.848,8.0,22.2,3.499,21.7,30.9,10.368,15.1,39.6,54.7,27.7,10.1,7.7,18.5,29.3,121.6,7147.28,18.822046414659567,0.5643477337611779,0.5264523689938054
