,Unnamed: 0,SEASON_ID,LEAGUE_ID,TEAM_ABBREVIATION,TEAM_ID,PLAYER_FULLNAME,PLAYER_COUNT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,MIN_PG,FGM_PG,FGA_PG,FG_PCT_PG,FG3M_PG,FG3A_PG,FG3_PCT_PG,FTM_PG,FTA_PG,FT_PCT_PG,OREB_PG,DREB_PG,REB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,PF_PG,PTS_PG,Possessions,Pace,TS%,eFG%
0,0,1991,0,ATL,1610612737,"STACEY AUGMON, MAURICE CHEEKS, DUANE FERRELL, PAUL GRAHAM, JON KONCAK, GARY LEONARD, TRAVIS MAYS, RODNEY MONROE, BLAIR RASMUSSEN, RUMEAL ROBINSON, JEFF SANDERS, ALEXANDER VOLKOV, DOMINIQUE WILKINS, KEVIN WILLIS",14,19138.0,3421,7316,6.543,196.0,633.0,3.4250000000000003,1496,2044,10.688,1266,2447,3713,1957,750,317,1171.0,1698,8534,298.1,54.9,118.0,6.543,4.7,12.9,3.4250000000000003,24.7,32.8,10.688,19.3,35.8,55.0,29.2,11.1,4.8,18.6,26.9,138.6,8120.360000000001,20.366667363360854,0.5193929420013244,0.4810005467468562
1,1,1991,0,BOS,1610612738,"JOHN BAGLEY, KENNY BATTLE, LARRY BIRD, DEE BROWN, RICK FOX, KEVIN GAMBLE, RICKEY GREEN, JOE KLEINE, REGGIE LEWIS, KEVIN MCHALE, ROBERT PARISH, ED PINCKNEY, KEVIN PRITCHARD, LARRY ROBINSON, BRIAN SHAW, STOJKO VRANKOVIC",16,19080.0,3438,6965,7.66,109.0,350.0,2.478,1479,1813,11.974,1081,2531,3612,1919,615,474,1075.0,1611,8464,337.6,59.1,124.8,7.66,2.1,6.9,2.478,26.2,31.7,11.974,18.2,43.9,61.9,40.8,10.3,8.3,21.0,30.8,146.0,7756.72,19.51376100628931,0.5451697343199291,0.5014357501794687
2,2,1991,0,CHH,1610612766,"MUGGSY BOGUES, REX CHAPMAN, DELL CURRY, ANTHONY FREDERICK, KENNY GATTISON, KENDALL GILL, MIKE GMINSKI, RONNIE GRANDISON, GREG GRANT, CEDRIC HUNTER, LARRY JOHNSON, ERIC LECKNER, KEVIN LYNCH, JOHNNY NEWMAN, J.R. REID",15,19408.0,3567,7444,6.178,116.0,364.0,2.467,1610,2127,10.072,1151,2342,3493,2220,796,307,1194.0,1790,8860,309.8,54.9,115.8,6.178,2.0,6.0,2.467,26.3,36.0,10.072,17.8,38.0,56.2,34.9,12.6,5.3,19.9,29.3,138.2,8422.88,20.8315251442704,0.5286471882652258,0.4869693713057496
3,3,1991,0,CHI,1610612741,"B.J. ARMSTRONG, BILL CARTWRIGHT, HORACE GRANT, CRAIG HODGES, DENNIS HOPSON, MICHAEL JORDAN, STACEY KING, CLIFF LEVINGSTON, CHUCK NEVITT, JOHN PAXSON, WILL PERDUE, SCOTTIE PIPPEN, MARK RANDALL, RORY SPARROW, SCOTT WILLIAMS",15,19061.0,3568,6999,6.91,131.0,429.0,3.087,1579,2110,8.74,1158,2381,3539,2211,646,477,1022.0,1565,8846,262.5,47.6,95.3,6.91,2.0,6.5,3.087,20.6,27.6,8.74,15.3,31.7,47.3,29.9,8.7,6.1000000000000005,14.8,22.8,117.3,7791.4,19.62054456744137,0.5579382899815829,0.519145592227461
4,4,1991,0,CLE,1610612739,"JOHN BATTLE, WINSTON BENNETT, TERRELL BRANDON, CHUCKY BROWN, BRAD DAUGHERTY, CRAIG EHLO, DANNY FERRY, HENRY JAMES, STEVE KERR, JOHN MORTON, LARRY NANCE, JIMMY OLIVER, BOBBY PHILLS, MARK PRICE, HOT ROD WILLIAMS",15,19253.0,3346,6886,6.734,252.0,705.0,2.18,1788,2218,11.754,1014,2389,3403,2218,594,612,1021.0,1481,8732,303.3,50.1,105.4,6.734,3.9,11.4,2.18,28.1,35.5,11.754,15.6,35.6,51.2,33.6,9.6,8.3,16.4,23.7,132.20000000000002,7868.92,19.61814574352049,0.5553350835419337,0.5042114435085681
5,5,1991,0,DAL,1610612742,"ROLANDO BLACKMAN, BRAD DAVIS, TERRY DAVIS, JAMES DONALDSON, DEREK HARPER, DONALD HODGE, BRIAN HOWARD, MIKE IUZZOLINO, LAFAYETTE LEVER, RODNEY MCCRAY, TRACY MOORE, DOUG SMITH, JOAO VIANNA, RANDY WHITE, HERB WILLIAMS",15,19556.0,3101,7036,6.715,265.0,781.0,3.202,1489,1985,10.468,1185,2415,3600,1608,519,347,1149.0,1849,7956,342.2,52.7,119.5,6.715,4.7,13.9,3.202,25.1,33.5,10.468,20.0,40.2,60.2,29.9,9.4,5.8,20.2,35.2,135.2,7873.4,19.325178973205155,0.5029458618858573,0.45956509380329735
6,6,1991,0,DEN,1610612743,"MAHMOUD ABDUL-RAUF, GREG ANDERSON, KEVIN BROOKS, ANTHONY COOK, WALTER DAVIS, WINSTON GARLAND, SCOTT HASTINGS, JEROME LANE, MARCUS LIBERTY, TODD LICHTI, MARK MACON, DIKEMBE MUTOMBO, REGGIE WILLIAMS, JOE WOLF",14,19734.0,3258,7373,6.016,126.0,418.0,2.18,1522,2061,10.524,1342,2349,3691,1553,770,461,1393.0,1976,8164,292.2,46.3,106.2,6.016,1.7,5.7,2.18,22.4,30.7,10.524,21.1,35.3,56.4,22.8,10.8,6.7,20.2,29.6,116.5,8330.84,20.263520826999088,0.4930046957429129,0.45042723450427236
7,7,1991,0,DET,1610612765,"MARK AGUIRRE, WILLIAM BEDFORD, LANCE BLANKS, JOE DUMARS, BILL LAIMBEER, BOB MCCANN, DENNIS RODMAN, JOHN SALLEY, BRAD SELLERS, CHARLES THOMAS, ISIAH THOMAS, DARRELL WALKER, ORLANDO WOOLRIDGE",13,19718.0,3183,6846,5.848,162.0,521.0,2.207,1561,2103,8.943,1210,2415,3625,1894,543,357,1174.0,1638,8089,266.8,42.7,92.2,5.848,2.1,6.8,2.207,20.6,28.1,8.943,16.400000000000002,32.2,48.7,25.2,7.4,5.1,16.0,23.6,107.9,7735.32,18.830274875748046,0.5204392561366666,0.4767747589833479
8,8,1991,0,GOS,1610612744,"VICTOR ALEXANDER, VINCENT ASKEW, MARIO ELIE, CHRIS GATLING, TIM HARDAWAY, ROD HIGGINS, TYRONE HILL, JAREN JACKSON, ALTON LISTER, SARUNAS MARCIULIONIS, CHRIS MULLIN, BILLY OWENS, JIM PETERSEN, MIKE SMREK, BILLY THOMPSON, TOM TOLBERT",16,19691.0,3744,7373,6.978,254.0,761.0,2.141,1927,2581,9.788,1122,2344,3466,2050,844,370,1313.0,2022,9669,295.5,54.5,108.6,6.978,4.1000000000000005,12.2,2.141,27.9,38.0,9.788,17.2,36.2,53.6,28.1,12.1,5.9,19.1,33.1,141.0,8699.64,21.20678076278503,0.5681871603452491,0.5250237352502374
9,9,1991,0,HOU,1610612745,"MATT BULLARD, SLEEPY FLOYD, DAN GODFREAD, GERALD HENDERSON, CARL HERRERA, DAVE JAMERSON, BUCK JOHNSON, VERNON MAXWELL, HAKEEM OLAJUWON, TREE ROLLINS, KENNY SMITH, LARRY SMITH, OTIS THORPE, JOHN TURNER, KENNARD WINCHESTER",15,19108.0,3170,6672,6.449,326.0,949.0,1.82,1449,1951,9.259,1066,2395,3461,1892,616,565,1276.0,1723,8115,275.9,43.7,92.5,6.449,4.2,12.4,1.82,19.9,27.1,9.259,16.1,34.2,50.3,25.2,8.5,8.5,18.2,25.6,111.7,7740.4400000000005,19.444270462633455,0.5388131370809673,0.4995503597122302
